"  crm_activities  ·  1,200 lignes  ·  8 colonnes",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ACT0539,Meeting,2022-04-03,CON0151,OPP0356,45,Competitive evaluation underway.,EMP0150
ACT0540,Email,2023-02-11,CON0529,OPP0248,30,Contract review scheduled for next month.,EMP0118
ACT0541,Call,2023-01-24,CON0306,OPP0375,30,Executive sponsor confirmed budget.,EMP0076
ACT0542,Follow-up,2023-07-18,CON0460,OPP0147,90,POC results reviewed - client satisfied.,EMP0001
ACT0543,Follow-up,2024-10-07,CON0442,OPP0014,60,New requirements gathered for phase 2.,EMP0137
ACT0544,Site Visit,2022-09-21,CON0794,OPP0116,45,Follow-up on proposal sent last week.,EMP0002
ACT0545,Proposal Review,2024-04-26,CON0330,OPP0040,90,Follow-up on proposal sent last week.,EMP0121
ACT0546,Call,2024-01-02,CON0092,OPP0248,120,Contract review scheduled for next month.,EMP0043
ACT0547,Webinar,2022-06-10,CON0275,OPP0181,60,Contract review scheduled for next month.,EMP0066
ACT0548,Call,2022-05-31,CON0572,OPP0407,45,Stakeholder alignment meeting held.,EMP0001
ACT0549,Webinar,2023-12-11,CON0558,OPP0380,15,New requirements gathered for phase 2.,EMP0025
ACT0550,Webinar,2024-07-14,CON0267,OPP0139,120,Executive sponsor confirmed budget.,EMP0101
ACT0551,Webinar,2023-05-25,CON0617,OPP0342,15,Security questionnaire submitted and reviewed.,EMP0102
ACT0552,Call,2024-10-04,CON0485,OPP0002,15,Decision maker out of office; rescheduled.,EMP0003
ACT0553,Demo,2022-01-26,CON0735,OPP0160,45,Security questionnaire submitted and reviewed.,EMP0080
ACT0554,Email,2023-07-20,CON0019,OPP0390,30,POC results reviewed - client satisfied.,EMP0140
ACT0555,Meeting,2022-12-31,CON0084,OPP0412,90,Discussed roadmap and budget approval.,EMP0054
ACT0556,Site Visit,2024-03-17,CON0788,OPP0083,120,New requirements gathered for phase 2.,EMP0011
ACT0557,Demo,2024-11-18,CON0381,OPP0469,90,Stakeholder alignment meeting held.,EMP0103
ACT0558,Follow-up,2022-02-13,CON0676,OPP0228,90,Stakeholder alignment meeting held.,EMP0004
ACT0559,Meeting,2024-03-13,CON0330,OPP0081,90,New requirements gathered for phase 2.,EMP0087
ACT0560,Email,2024-02-22,CON0290,OPP0355,60,New requirements gathered for phase 2.,EMP0053
ACT0561,Demo,2023-04-30,CON0351,OPP0370,60,Demo completed - positive reception from technical team.,EMP0052
ACT0562,Call,2023-01-24,CON0620,OPP0240,45,Decision maker out of office; rescheduled.,EMP0006
ACT0563,Call,2024-06-03,CON0500,OPP0022,90,New requirements gathered for phase 2.,EMP0143
ACT0564,Proposal Review,2022-03-29,CON0611,OPP0087,15,Renewal discussion started for next fiscal year.,EMP0031
ACT0565,Email,2023-08-01,CON0228,OPP0041,15,Contract review scheduled for next month.,EMP0038
ACT0566,Site Visit,2024-02-15,CON0103,OPP0050,45,Stakeholder alignment meeting held.,EMP0071
ACT0567,Webinar,2022-04-07,CON0352,OPP0084,60,Contract review scheduled for next month.,EMP0048
ACT0568,Email,2022-08-17,CON0609,OPP0336,60,Discussed roadmap and budget approval.,EMP0076
ACT0569,Proposal Review,2022-11-22,CON0151,OPP0010,45,Contract review scheduled for next month.,EMP0121
ACT0570,Call,2024-09-01,CON0489,OPP0488,45,Pricing negotiation in progress.,EMP0072
ACT0571,Follow-up,2024-09-10,CON0744,OPP0358,15,Competitive evaluation underway.,EMP0137
ACT0572,Meeting,2023-02-07,CON0082,OPP0228,15,Decision maker out of office; rescheduled.,EMP0100
ACT0573,Email,2023-11-26,CON0747,OPP0125,90,Decision maker out of office; rescheduled.,EMP0108
ACT0574,Proposal Review,2024-03-04,CON0418,OPP0068,60,Demo completed - positive reception from technical team.,EMP0064
ACT0575,Webinar,2024-02-09,CON0003,OPP0187,30,Discussed roadmap and budget approval.,EMP0036
ACT0576,Site Visit,2022-05-31,CON0758,OPP0274,45,Discussed roadmap and budget approval.,EMP0034
ACT0577,Webinar,2024-09-22,CON0569,OPP0465,60,Discussed roadmap and budget approval.,EMP0056
ACT0578,Site Visit,2024-11-24,CON0411,OPP0025,45,Security questionnaire submitted and reviewed.,EMP0014
ACT0579,Site Visit,2023-04-30,CON0043,OPP0203,60,Contract review scheduled for next month.,EMP0112
ACT0580,Call,2024-01-30,CON0046,OPP0067,120,Stakeholder alignment meeting held.,EMP0023
ACT0581,Site Visit,2023-06-29,CON0009,OPP0320,90,POC results reviewed - client satisfied.,EMP0031
ACT0582,Call,2023-03-20,CON0601,OPP0023,90,Follow-up on proposal sent last week.,EMP0043
ACT0583,Call,2023-05-01,CON0655,OPP0015,30,Pricing negotiation in progress.,EMP0035
ACT0584,Call,2023-06-22,CON0348,OPP0081,120,Contract review scheduled for next month.,EMP0118
ACT0585,Webinar,2024-08-15,CON0713,OPP0306,45,Contract review scheduled for next month.,EMP0029
ACT0586,Meeting,2024-03-14,CON0043,OPP0026,90,New requirements gathered for phase 2.,EMP0137
ACT0587,Site Visit,2022-03-30,CON0137,OPP0442,60,Pricing negotiation in progress.,EMP0127
ACT0588,Follow-up,2023-10-21,CON0264,OPP0416,45,Renewal discussion started for next fiscal year.,EMP0036
ACT0589,Call,2023-10-16,CON0293,OPP0383,90,POC results reviewed - client satisfied.,EMP0073
ACT0590,Follow-up,2023-11-06,CON0231,OPP0264,15,Follow-up on proposal sent last week.,EMP0143
ACT0591,Call,2022-09-05,CON0736,OPP0281,90,Integration requirements clarified.,EMP0090
ACT0592,Webinar,2024-12-20,CON0217,OPP0146,45,Executive sponsor confirmed budget.,EMP0085
ACT0593,Site Visit,2024-04-11,CON0161,OPP0444,30,POC results reviewed - client satisfied.,EMP0095
ACT0594,Meeting,2022-09-10,CON0506,OPP0316,60,Discussed roadmap and budget approval.,EMP0081
ACT0595,Site Visit,2024-02-18,CON0013,OPP0121,60,Follow-up on proposal sent last week.,EMP0108
ACT0596,Meeting,2023-09-27,CON0555,OPP0217,15,Legal review of MSA initiated.,EMP0003
ACT0597,Follow-up,2024-07-08,CON0656,OPP0079,60,Security questionnaire submitted and reviewed.,EMP0104
ACT0598,Call,2022-09-26,CON0202,OPP0181,15,Pricing negotiation in progress.,EMP0130
ACT0599,Webinar,2022-02-25,CON0073,OPP0192,30,Renewal discussion started for next fiscal year.,EMP0002
ACT0600,Email,2024-06-22,CON0236,OPP0348,120,Renewal discussion started for next fiscal year.,EMP0024
ACT0601,Site Visit,2024-10-14,CON0097,OPP0162,60,Discussed roadmap and budget approval.,EMP0089
ACT0602,Proposal Review,2022-05-07,CON0383,OPP0067,30,Decision maker out of office; rescheduled.,EMP0078
ACT0603,Email,2023-03-05,CON0252,OPP0303,45,Decision maker out of office; rescheduled.,EMP0114
ACT0604,Follow-up,2022-04-26,CON0727,OPP0193,45,New requirements gathered for phase 2.,EMP0094
ACT0605,Demo,2022-07-18,CON0697,OPP0416,45,New requirements gathered for phase 2.,EMP0120
ACT0606,Call,2023-10-16,CON0741,OPP0236,15,POC results reviewed - client satisfied.,EMP0021
ACT0607,Site Visit,2024-06-09,CON0762,OPP0480,45,Competitive evaluation underway.,EMP0104
ACT0608,Demo,2024-05-29,CON0339,OPP0199,15,Stakeholder alignment meeting held.,EMP0061
ACT0609,Demo,2023-10-23,CON0731,OPP0311,60,Decision maker out of office; rescheduled.,EMP0144
ACT0610,Proposal Review,2024-03-21,CON0561,OPP0489,15,Pricing negotiation in progress.,EMP0120
ACT0611,Call,2023-01-16,CON0249,OPP0382,120,Legal review of MSA initiated.,EMP0122
ACT0612,Email,2023-06-28,CON0251,OPP0439,15,Executive sponsor confirmed budget.,EMP0026
ACT0613,Meeting,2022-12-02,CON0027,OPP0309,45,Integration requirements clarified.,EMP0126
ACT0614,Demo,2023-03-21,CON0195,OPP0436,30,New requirements gathered for phase 2.,EMP0123
ACT0615,Demo,2022-09-30,CON0216,OPP0290,60,Decision maker out of office; rescheduled.,EMP0067
ACT0616,Call,2023-01-17,CON0575,OPP0472,30,Pricing negotiation in progress.,EMP0062
ACT0617,Meeting,2024-03-19,CON0472,OPP0193,90,Competitive evaluation underway.,EMP0048
ACT0618,Follow-up,2022-12-05,CON0450,OPP0243,30,POC results reviewed - client satisfied.,EMP0041
ACT0619,Demo,2024-12-31,CON0347,OPP0334,30,Discussed roadmap and budget approval.,EMP0035
ACT0620,Demo,2023-01-09,CON0023,OPP0295,15,Decision maker out of office; rescheduled.,EMP0001
ACT0621,Email,2024-05-16,CON0632,OPP0097,30,Executive sponsor confirmed budget.,EMP0045
ACT0622,Follow-up,2023-08-24,CON0142,OPP0109,45,Legal review of MSA initiated.,EMP0019
ACT0623,Meeting,2022-01-19,CON0689,OPP0248,45,Competitive evaluation underway.,EMP0083
ACT0624,Email,2023-11-04,CON0276,OPP0354,45,Demo completed - positive reception from technical team.,EMP0100
ACT0625,Call,2024-06-25,CON0332,OPP0224,90,New requirements gathered for phase 2.,EMP0018
ACT0626,Demo,2023-03-29,CON0128,OPP0016,15,New requirements gathered for phase 2.,EMP0101
ACT0627,Follow-up,2023-05-19,CON0219,OPP0345,30,Demo completed - positive reception from technical team.,EMP0111
ACT0628,Meeting,2022-09-20,CON0505,OPP0231,60,Legal review of MSA initiated.,EMP0056
ACT0629,Demo,2022-06-04,CON0425,OPP0454,120,Stakeholder alignment meeting held.,EMP0009
ACT0630,Site Visit,2024-04-02,CON0306,OPP0374,60,Discussed roadmap and budget approval.,EMP0114
ACT0631,Call,2023-03-01,CON0572,OPP0186,15,Contract review scheduled for next month.,EMP0097
ACT0632,Call,2023-11-18,CON0630,OPP0161,30,POC results reviewed - client satisfied.,EMP0129
ACT0633,Follow-up,2022-10-05,CON0646,OPP0148,15,New requirements gathered for phase 2.,EMP0010
ACT0634,Proposal Review,2023-09-02,CON0746,OPP0028,30,Security questionnaire submitted and reviewed.,EMP0127
ACT0635,Follow-up,2022-02-07,CON0692,OPP0332,60,Legal review of MSA initiated.,EMP0094
ACT0636,Meeting,2024-05-26,CON0465,OPP0216,30,Pricing negotiation in progress.,EMP0146
ACT0637,Call,2024-05-30,CON0164,OPP0008,15,Contract review scheduled for next month.,EMP0104
ACT0638,Demo,2024-11-07,CON0679,OPP0183,120,Competitive evaluation underway.,EMP0104
ACT0639,Follow-up,2024-04-23,CON0747,OPP0037,45,POC results reviewed - client satisfied.,EMP0115
ACT0640,Follow-up,2023-10-08,CON0610,OPP0249,120,POC results reviewed - client satisfied.,EMP0054
ACT0641,Email,2024-12-06,CON0223,OPP0301,120,Executive sponsor confirmed budget.,EMP0147
ACT0642,Proposal Review,2023-07-23,CON0613,OPP0405,15,Decision maker out of office; rescheduled.,EMP0130
ACT0643,Site Visit,2022-03-12,CON0604,OPP0379,90,Security questionnaire submitted and reviewed.,EMP0081
ACT0644,Webinar,2022-01-30,CON0289,OPP0306,120,Executive sponsor confirmed budget.,EMP0054
ACT0645,Meeting,2024-05-03,CON0794,OPP0447,60,Decision maker out of office; rescheduled.,EMP0056
ACT0646,Meeting,2022-09-27,CON0764,OPP0114,90,Decision maker out of office; rescheduled.,EMP0098
ACT0647,Email,2022-09-25,CON0104,OPP0081,120,Stakeholder alignment meeting held.,EMP0150
ACT0648,Email,2022-08-02,CON0338,OPP0316,45,Stakeholder alignment meeting held.,EMP0087
ACT0649,Demo,2023-05-31,CON0017,OPP0003,120,Follow-up on proposal sent last week.,EMP0047
ACT0650,Proposal Review,2024-06-13,CON0760,OPP0358,30,Demo completed - positive reception from technical team.,EMP0050
ACT0651,Follow-up,2024-10-16,CON0308,OPP0089,120,Demo completed - positive reception from technical team.,EMP0088
ACT0652,Site Visit,2024-08-02,CON0765,OPP0259,120,Legal review of MSA initiated.,EMP0017
ACT0653,Meeting,2022-09-21,CON0210,OPP0231,90,Renewal discussion started for next fiscal year.,EMP0140
ACT0654,Proposal Review,2022-04-29,CON0338,OPP0337,90,Competitive evaluation underway.,EMP0075
ACT0655,Email,2024-03-05,CON0535,OPP0026,60,New requirements gathered for phase 2.,EMP0020
ACT0656,Demo,2023-06-08,CON0590,OPP0329,45,Integration requirements clarified.,EMP0079
ACT0657,Proposal Review,2023-07-10,CON0401,OPP0013,120,Pricing negotiation in progress.,EMP0132
ACT0658,Site Visit,2024-06-27,CON0639,OPP0138,90,Executive sponsor confirmed budget.,EMP0100
ACT0659,Demo,2023-05-10,CON0004,OPP0439,90,Competitive evaluation underway.,EMP0114
ACT0660,Meeting,2023-02-17,CON0405,OPP0412,15,Discussed roadmap and budget approval.,EMP0140
ACT0661,Call,2022-10-16,CON0428,OPP0043,60,Integration requirements clarified.,EMP0034
ACT0662,Call,2022-07-22,CON0429,OPP0166,45,Security questionnaire submitted and reviewed.,EMP0082
ACT0663,Proposal Review,2024-11-03,CON0417,OPP0487,45,Pricing negotiation in progress.,EMP0128
ACT0664,Site Visit,2023-10-23,CON0336,OPP0385,45,Security questionnaire submitted and reviewed.,EMP0127
ACT0665,Webinar,2022-07-24,CON0177,OPP0131,60,Integration requirements clarified.,EMP0071
ACT0666,Call,2022-01-15,CON0054,OPP0198,90,Legal review of MSA initiated.,EMP0087
ACT0667,Site Visit,2024-12-23,CON0136,OPP0150,120,Discussed roadmap and budget approval.,EMP0092
ACT0668,Email,2024-04-29,CON0392,OPP0181,45,Pricing negotiation in progress.,EMP0028
ACT0669,Meeting,2022-12-25,CON0263,OPP0442,45,Decision maker out of office; rescheduled.,EMP0018
ACT0670,Proposal Review,2023-08-30,CON0006,OPP0074,30,Contract review scheduled for next month.,EMP0136
ACT0671,Site Visit,2024-12-30,CON0437,OPP0009,90,Executive sponsor confirmed budget.,EMP0060
ACT0672,Webinar,2024-08-20,CON0043,OPP0374,15,Legal review of MSA initiated.,EMP0006
ACT0673,Demo,2024-04-16,CON0199,OPP0024,90,Decision maker out of office; rescheduled.,EMP0069
ACT0674,Meeting,2023-03-11,CON0525,OPP0330,60,Discussed roadmap and budget approval.,EMP0045
ACT0675,Call,2023-11-13,CON0749,OPP0025,90,POC results reviewed - client satisfied.,EMP0137
ACT0676,Demo,2022-03-04,CON0624,OPP0398,45,New requirements gathered for phase 2.,EMP0018
ACT0677,Demo,2023-07-06,CON0685,OPP0297,15,POC results reviewed - client satisfied.,EMP0111
ACT0678,Email,2024-09-01,CON0611,OPP0249,90,Security questionnaire submitted and reviewed.,EMP0125
ACT0679,Meeting,2023-07-13,CON0345,OPP0079,90,Decision maker out of office; rescheduled.,EMP0029
ACT0680,Demo,2024-01-13,CON0399,OPP0313,45,Stakeholder alignment meeting held.,EMP0004
ACT0681,Follow-up,2023-10-13,CON0044,OPP0238,30,Pricing negotiation in progress.,EMP0097
ACT0682,Proposal Review,2023-09-05,CON0522,OPP0499,15,POC results reviewed - client satisfied.,EMP0083
ACT0683,Proposal Review,2023-04-02,CON0587,OPP0129,120,Discussed roadmap and budget approval.,EMP0087
ACT0684,Call,2022-10-15,CON0674,OPP0222,15,Demo completed - positive reception from technical team.,EMP0065
ACT0685,Follow-up,2022-10-29,CON0667,OPP0447,15,Executive sponsor confirmed budget.,EMP0060
ACT0686,Email,2023-12-26,CON0544,OPP0308,30,Pricing negotiation in progress.,EMP0134
ACT0687,Follow-up,2022-02-05,CON0480,OPP0098,45,Demo completed - positive reception from technical team.,EMP0011
ACT0688,Demo,2022-07-17,CON0578,OPP0381,60,Renewal discussion started for next fiscal year.,EMP0118
ACT0689,Proposal Review,2023-08-09,CON0546,OPP0224,60,Pricing negotiation in progress.,EMP0094
ACT0690,Email,2023-09-25,CON0069,OPP0263,60,New requirements gathered for phase 2.,EMP0069
ACT0691,Meeting,2023-02-17,CON0004,OPP0257,90,Executive sponsor confirmed budget.,EMP0034
ACT0692,Webinar,2024-11-30,CON0406,OPP0357,90,Executive sponsor confirmed budget.,EMP0071
ACT0693,Email,2024-05-10,CON0163,OPP0126,120,Executive sponsor confirmed budget.,EMP0057
ACT0694,Meeting,2024-05-29,CON0032,OPP0378,120,Pricing negotiation in progress.,EMP0141
ACT0695,Site Visit,2023-07-28,CON0170,OPP0236,60,Competitive evaluation underway.,EMP0124
ACT0696,Follow-up,2024-11-23,CON0215,OPP0051,60,Contract review scheduled for next month.,EMP0001
ACT0697,Site Visit,2024-04-05,CON0187,OPP0432,90,Contract review scheduled for next month.,EMP0023
ACT0698,Webinar,2022-07-08,CON0543,OPP0473,15,Legal review of MSA initiated.,EMP0139
ACT0699,Meeting,2023-08-27,CON0798,OPP0076,60,Competitive evaluation underway.,EMP0093
ACT0700,Webinar,2023-10-02,CON0425,OPP0319,90,POC results reviewed - client satisfied.,EMP0006
ACT0701,Site Visit,2022-11-09,CON0242,OPP0069,60,New requirements gathered for phase 2.,EMP0037
ACT0702,Demo,2024-08-28,CON0122,OPP0231,90,Stakeholder alignment meeting held.,EMP0149
ACT0703,Call,2022-11-07,CON0176,OPP0117,60,Renewal discussion started for next fiscal year.,EMP0147
ACT0704,Call,2022-03-15,CON0726,OPP0417,60,Pricing negotiation in progress.,EMP0070
ACT0705,Proposal Review,2022-04-24,CON0688,OPP0455,90,Decision maker out of office; rescheduled.,EMP0120
ACT0706,Proposal Review,2023-10-24,CON0721,OPP0133,15,Renewal discussion started for next fiscal year.,EMP0114
ACT0707,Site Visit,2024-10-13,CON0322,OPP0161,30,POC results reviewed - client satisfied.,EMP0135
ACT0708,Email,2022-03-23,CON0464,OPP0384,30,Legal review of MSA initiated.,EMP0132
ACT0709,Email,2023-12-24,CON0598,OPP0034,45,Legal review of MSA initiated.,EMP0015
ACT0710,Follow-up,2024-01-27,CON0523,OPP0312,120,Renewal discussion started for next fiscal year.,EMP0100
ACT0711,Meeting,2024-04-09,CON0564,OPP0108,90,Decision maker out of office; rescheduled.,EMP0141
ACT0712,Proposal Review,2024-04-21,CON0211,OPP0269,15,Competitive evaluation underway.,EMP0040
ACT0713,Call,2024-09-07,CON0409,OPP0041,30,Contract review scheduled for next month.,EMP0103
ACT0714,Email,2023-01-05,CON0118,OPP0480,120,Executive sponsor confirmed budget.,EMP0008
ACT0715,Webinar,2022-06-30,CON0561,OPP0450,90,Follow-up on proposal sent last week.,EMP0040
ACT0716,Site Visit,2022-07-21,CON0524,OPP0393,30,Competitive evaluation underway.,EMP0007
ACT0717,Proposal Review,2022-01-15,CON0412,OPP0199,120,Executive sponsor confirmed budget.,EMP0010
ACT0718,Email,2022-04-07,CON0466,OPP0301,30,Contract review scheduled for next month.,EMP0124
ACT0719,Meeting,2022-10-22,CON0397,OPP0284,90,Security questionnaire submitted and reviewed.,EMP0060
ACT0720,Demo,2023-07-17,CON0724,OPP0262,120,Security questionnaire submitted and reviewed.,EMP0112
ACT0721,Follow-up,2024-07-19,CON0048,OPP0125,120,Pricing negotiation in progress.,EMP0012
ACT0722,Site Visit,2024-10-02,CON0336,OPP0236,90,POC results reviewed - client satisfied.,EMP0106
ACT0723,Demo,2023-01-27,CON0347,OPP0182,120,Legal review of MSA initiated.,EMP0004
ACT0724,Proposal Review,2024-06-24,CON0242,OPP0379,15,Executive sponsor confirmed budget.,EMP0044
ACT0725,Demo,2022-07-25,CON0331,OPP0169,45,Renewal discussion started for next fiscal year.,EMP0011
ACT0726,Webinar,2024-06-20,CON0693,OPP0464,15,Pricing negotiation in progress.,EMP0033
ACT0727,Email,2024-12-10,CON0490,OPP0317,90,Renewal discussion started for next fiscal year.,EMP0057
ACT0728,Follow-up,2023-07-28,CON0270,OPP0023,45,Pricing negotiation in progress.,EMP0131
ACT0729,Demo,2022-08-03,CON0079,OPP0160,15,Decision maker out of office; rescheduled.,EMP0124
ACT0730,Call,2022-07-29,CON0771,OPP0079,30,Renewal discussion started for next fiscal year.,EMP0083
ACT0731,Call,2023-02-11,CON0411,OPP0275,60,Follow-up on proposal sent last week.,EMP0084
ACT0732,Site Visit,2024-12-29,CON0617,OPP0039,120,Discussed roadmap and budget approval.,EMP0150
ACT0733,Proposal Review,2024-07-11,CON0633,OPP0229,90,Discussed roadmap and budget approval.,EMP0037
ACT0734,Demo,2023-09-12,CON0797,OPP0322,45,Pricing negotiation in progress.,EMP0110
ACT0735,Follow-up,2023-06-24,CON0422,OPP0500,60,POC results reviewed - client satisfied.,EMP0076
ACT0736,Call,2023-04-20,CON0791,OPP0217,120,Competitive evaluation underway.,EMP0110
ACT0737,Follow-up,2022-02-14,CON0068,OPP0222,30,Demo completed - positive reception from technical team.,EMP0082
ACT0738,Proposal Review,2023-03-24,CON0777,OPP0256,90,Renewal discussion started for next fiscal year.,EMP0054
ACT0739,Email,2023-12-29,CON0597,OPP0484,60,Pricing negotiation in progress.,EMP0116
ACT0740,Meeting,2022-10-29,CON0679,OPP0225,30,Follow-up on proposal sent last week.,EMP0131
ACT0741,Site Visit,2023-03-03,CON0728,OPP0020,30,POC results reviewed - client satisfied.,EMP0023
ACT0742,Webinar,2024-01-25,CON0723,OPP0339,45,Renewal discussion started for next fiscal year.,EMP0042
ACT0743,Demo,2023-04-10,CON0180,OPP0154,15,Integration requirements clarified.,EMP0096
ACT0744,Email,2023-12-12,CON0642,OPP0379,45,Stakeholder alignment meeting held.,EMP0064
ACT0745,Site Visit,2024-03-07,CON0025,OPP0485,60,Security questionnaire submitted and reviewed.,EMP0054
ACT0746,Follow-up,2023-08-21,CON0394,OPP0434,60,New requirements gathered for phase 2.,EMP0066
ACT0747,Site Visit,2022-12-28,CON0745,OPP0063,45,New requirements gathered for phase 2.,EMP0147
ACT0748,Webinar,2023-08-04,CON0666,OPP0043,120,Legal review of MSA initiated.,EMP0069
ACT0749,Email,2024-05-19,CON0066,OPP0227,15,Pricing negotiation in progress.,EMP0004
ACT0750,Meeting,2022-12-06,CON0079,OPP0263,120,Follow-up on proposal sent last week.,EMP0104
ACT0751,Email,2023-08-11,CON0102,OPP0117,45,Competitive evaluation underway.,EMP0071
ACT0752,Proposal Review,2024-03-02,CON0716,OPP0456,15,New requirements gathered for phase 2.,EMP0066
ACT0753,Demo,2024-09-24,CON0461,OPP0148,15,New requirements gathered for phase 2.,EMP0033
ACT0754,Meeting,2024-04-09,CON0296,OPP0341,120,Contract review scheduled for next month.,EMP0052
ACT0755,Call,2022-11-07,CON0435,OPP0493,120,Pricing negotiation in progress.,EMP0008
ACT0756,Site Visit,2023-01-19,CON0120,OPP0286,30,Integration requirements clarified.,EMP0097
ACT0757,Proposal Review,2024-07-30,CON0127,OPP0308,120,Integration requirements clarified.,EMP0107
ACT0758,Site Visit,2024-06-10,CON0080,OPP0001,30,Pricing negotiation in progress.,EMP0101
ACT0759,Demo,2023-07-24,CON0179,OPP0416,15,Demo completed - positive reception from technical team.,EMP0033
ACT0760,Meeting,2023-03-27,CON0276,OPP0315,90,Stakeholder alignment meeting held.,EMP0011
ACT0761,Email,2023-03-04,CON0743,OPP0225,60,Stakeholder alignment meeting held.,EMP0057
ACT0762,Site Visit,2024-09-26,CON0367,OPP0317,120,Discussed roadmap and budget approval.,EMP0025
ACT0763,Proposal Review,2024-07-15,CON0630,OPP0037,45,Demo completed - positive reception from technical team.,EMP0078
ACT0764,Follow-up,2024-04-06,CON0124,OPP0141,45,Discussed roadmap and budget approval.,EMP0043
ACT0765,Demo,2023-05-18,CON0796,OPP0440,45,Follow-up on proposal sent last week.,EMP0118
ACT0766,Follow-up,2024-03-20,CON0370,OPP0223,45,Demo completed - positive reception from technical team.,EMP0097
ACT0767,Call,2022-08-14,CON0563,OPP0197,30,Legal review of MSA initiated.,EMP0033
ACT0768,Site Visit,2023-03-23,CON0069,OPP0291,90,Executive sponsor confirmed budget.,EMP0092
ACT0769,Site Visit,2023-11-17,CON0365,OPP0299,30,Renewal discussion started for next fiscal year.,EMP0047
ACT0770,Proposal Review,2024-06-17,CON0385,OPP0436,45,Executive sponsor confirmed budget.,EMP0024
ACT0771,Follow-up,2022-04-03,CON0027,OPP0111,90,Pricing negotiation in progress.,EMP0001
ACT0772,Meeting,2023-11-17,CON0352,OPP0033,120,New requirements gathered for phase 2.,EMP0054
ACT0773,Follow-up,2023-08-14,CON0700,OPP0131,90,Integration requirements clarified.,EMP0124
ACT0774,Meeting,2023-01-05,CON0547,OPP0467,90,Contract review scheduled for next month.,EMP0147
ACT0775,Call,2023-09-08,CON0481,OPP0387,30,Contract review scheduled for next month.,EMP0017
ACT0776,Follow-up,2024-01-10,CON0283,OPP0194,120,New requirements gathered for phase 2.,EMP0022
ACT0777,Webinar,2024-09-14,CON0300,OPP0298,30,Demo completed - positive reception from technical team.,EMP0092
ACT0778,Email,2022-08-23,CON0267,OPP0357,90,Legal review of MSA initiated.,EMP0135
ACT0779,Proposal Review,2023-10-11,CON0219,OPP0033,30,Competitive evaluation underway.,EMP0003
ACT0780,Follow-up,2022-01-29,CON0598,OPP0165,45,Contract review scheduled for next month.,EMP0113
ACT0781,Proposal Review,2024-06-10,CON0436,OPP0049,90,Contract review scheduled for next month.,EMP0014
ACT0782,Webinar,2024-10-25,CON0053,OPP0031,15,New requirements gathered for phase 2.,EMP0138
ACT0783,Proposal Review,2023-05-14,CON0088,OPP0160,30,POC results reviewed - client satisfied.,EMP0022
ACT0784,Webinar,2022-07-08,CON0067,OPP0129,30,Integration requirements clarified.,EMP0124
ACT0785,Site Visit,2022-12-16,CON0647,OPP0054,15,Legal review of MSA initiated.,EMP0141
ACT0786,Email,2024-07-23,CON0100,OPP0024,90,Renewal discussion started for next fiscal year.,EMP0104
ACT0787,Webinar,2024-05-16,CON0309,OPP0066,45,Executive sponsor confirmed budget.,EMP0117
ACT0788,Call,2024-04-12,CON0658,OPP0281,120,Competitive evaluation underway.,EMP0001
ACT0789,Meeting,2024-05-26,CON0593,OPP0337,30,Contract review scheduled for next month.,EMP0019
ACT0790,Webinar,2023-06-24,CON0184,OPP0362,120,Contract review scheduled for next month.,EMP0004
ACT0791,Site Visit,2022-03-10,CON0055,OPP0095,30,Discussed roadmap and budget approval.,EMP0048
ACT0792,Site Visit,2023-11-18,CON0663,OPP0354,45,Security questionnaire submitted and reviewed.,EMP0005
ACT0793,Webinar,2022-10-10,CON0173,OPP0148,120,Follow-up on proposal sent last week.,EMP0025
ACT0794,Follow-up,2022-11-11,CON0028,OPP0207,60,Legal review of MSA initiated.,EMP0010
ACT0795,Email,2023-10-08,CON0078,OPP0132,45,New requirements gathered for phase 2.,EMP0145
ACT0796,Meeting,2022-02-09,CON0098,OPP0441,60,Integration requirements clarified.,EMP0064
ACT0797,Demo,2024-11-29,CON0145,OPP0066,30,Competitive evaluation underway.,EMP0035
ACT0798,Follow-up,2022-03-18,CON0033,OPP0164,30,Competitive evaluation underway.,EMP0034
ACT0799,Meeting,2022-12-27,CON0049,OPP0191,60,Demo completed - positive reception from technical team.,EMP0008
ACT0800,Email,2022-04-05,CON0078,OPP0059,30,Decision maker out of office; rescheduled.,EMP0137
ACT0801,Follow-up,2023-03-05,CON0229,OPP0295,15,Contract review scheduled for next month.,EMP0059
ACT0802,Meeting,2024-01-15,CON0186,OPP0265,60,Follow-up on proposal sent last week.,EMP0055
ACT0803,Meeting,2023-05-14,CON0751,OPP0307,45,Pricing negotiation in progress.,EMP0106
ACT0804,Follow-up,2023-11-14,CON0130,OPP0111,45,Demo completed - positive reception from technical team.,EMP0129
ACT0805,Site Visit,2023-09-04,CON0792,OPP0412,45,POC results reviewed - client satisfied.,EMP0114
ACT0806,Site Visit,2022-01-11,CON0178,OPP0136,90,Stakeholder alignment meeting held.,EMP0111
ACT0807,Site Visit,2023-01-31,CON0275,OPP0090,120,Discussed roadmap and budget approval.,EMP0150
ACT0808,Webinar,2023-05-22,CON0448,OPP0385,60,Renewal discussion started for next fiscal year.,EMP0122
ACT0809,Demo,2023-07-21,CON0678,OPP0294,90,Renewal discussion started for next fiscal year.,EMP0093
